razao,endereco,bairro,bandeira,venda,compra,modalidade,fornecedor,data,combustivel,cidade,ix_semana
POSTO DO BETO LTDA,"AVENIDA DAS AMERICAS, 894",Kenedy,BRANCA,4.579,-,-,-,06/02/2020,gasolina,Contagem,1077
LB COMERCIO DE PETROLEO EIRELI,"RODOVIA BR-040, SN KM 08",Morada Nova,BRANCA,4.598,4230,CIF,PETRONAC,06/02/2020,gasolina,Contagem,1077
EMPREENDIMENTOS BRITO LIMA LTDA,"RODOVIA BR 040 KM 688, S/Nº CEASA",Guanabara,PETROBRAS DISTRIBUIDORA S.A.,4.599,-,-,-,06/02/2020,gasolina,Contagem,1077
POSTO LOURA EMPREENDIMENTOS LTDA,"AVENIDA JOAO SOARES, 1024",Parque Xangri La,IPIRANGA,4.599,4311,CIF,-,06/02/2020,gasolina,Contagem,1077
RODRIGUES SILVA DERIVADOS DE PETRÓLEO LTDA,"RUA SANTA MARIA, 43",Pedra Azul,IPIRANGA,4.599,-,-,-,06/02/2020,gasolina,Contagem,1077
POSTO JC LTDA - EPP,"AV. PRINCESA ISABEL, 682",Parque Recreio,IPIRANGA,4.638999999999999,4395,CIF,-,06/02/2020,gasolina,Contagem,1077
WJE COMBUSTIVEIS LTDA,"RODOVIA BR-040, S/N KM 526.7",Vila Paris,RAIZEN,4.655,-,-,-,06/02/2020,gasolina,Contagem,1077
CARVALHO ENGENHARIA LTDA,"AVENIDA CEMIG, 500",Nacional,IPIRANGA,4.657,-,-,-,06/02/2020,gasolina,Contagem,1077
CARVALHO ENGENHARIA LTDA,"AVENIDA SEVERINO BALLESTEROS RODRIGUES, 1111",Fazenda do Confisco,IPIRANGA,4.657,4350,CIF,-,06/02/2020,gasolina,Contagem,1077
EMPREENDIMENTOS BRITO LIMA LTDA,"AVENIDA SEVERINO BALLESTEIROS, 256 CEASA",Guanabara,PETROBRAS DISTRIBUIDORA S.A.,4.7989999999999995,-,-,-,06/02/2020,gasolina,Contagem,1077
MERCANTIL LAGUNA LTDA,"AVENIDA FERNAO DIAS, 603",Jardim Laguna,PETROBRAS DISTRIBUIDORA S.A.,4.949,4317,CIF,-,06/02/2020,gasolina,Contagem,1077
POSTO FELIPE LTDA,"RUA RODRIGUES DA CUNHA, 611",Balneário da Ressaca,PETROBRAS DISTRIBUIDORA S.A.,4.999,4351,CIF,-,06/02/2020,gasolina,Contagem,1077
FARIA REVENDEDORA DE COMBUSTIVEIS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 4514",Bitacula e Perobas,RAIZEN,4.565,-,-,-,13/02/2020,gasolina,Contagem,1078
POSTO PICA PAU LTDA,"AVENIDA HELENA VASCONCELO COSTA, 4447",Bitaculas Perobas,RAIZEN,4.565,4314,CIF,-,13/02/2020,gasolina,Contagem,1078
POSTO VILA PICA PAU LTDA,"VIA EXPRESSA DE CONTAGEM, 6900",Bernardo Monteiro,IPIRANGA,4.565,4267,CIF,-,13/02/2020,gasolina,Contagem,1078
POSTO ZEPPE GRAND PRIX LTDA,"VIA EXPRESSA, 3.100",Bitacula e Perobas,IPIRANGA,4.565,4344,CIF,-,13/02/2020,gasolina,Contagem,1078
AUTO POSTO SANTOS RIOS S.R. LTDA - ME,"VIA EXPRESSA DE CONTAGEM, 2835",Perobas,IPIRANGA,4.565,4269,CIF,-,13/02/2020,gasolina,Contagem,1078
METRO COMERCIO DE DERIVADOS DE PETROLEO LTDA,"VIA EXPRESSA, 223",Agua Branca,RAIZEN,4.565,4287,CIF,-,13/02/2020,gasolina,Contagem,1078
PIO XII COMBUSTIVEIS LTDA,"AVENIDA PIO XII, 45",Agua Branca,RAIZEN,4.565,4287,CIF,-,13/02/2020,gasolina,Contagem,1078
BERNARDO MONTEIRO COMBUSTIVEIS LTDA,"RUA SANTA EDWIGES, 21",Santa Terezinha,RAIZEN,4.565,4287,CIF,-,13/02/2020,gasolina,Contagem,1078
POSTO ZEPPE OASIS LTDA,"VIA EXPRESSA, 2600",Cinco/perobas,PETROBRAS DISTRIBUIDORA S.A.,4.565,-,-,-,13/02/2020,gasolina,Contagem,1078
POSTO ALAMO LTDA,"VIA EXPRESSA DE CONTAGEM, 12.165",Petrolandia,RAIZEN,4.565,4314,CIF,-,13/02/2020,gasolina,Contagem,1078
ITAPORE COMERCIO DE COMBUSTIVEIS LTDA.,"VIA EXPRESSA DE CONTAGEM, 1665",Agua Branca,BRANCA,4.565,-,-,-,13/02/2020,gasolina,Contagem,1078
POSTO NORTE SUL LTDA,"AVENIDA OLIMPIO GARCIA, 1100",Cid Jd Eldorado,PETROBRAS DISTRIBUIDORA S.A.,4.575,-,-,-,13/02/2020,gasolina,Contagem,1078
REDE SANTANA COMBUSTIVEIS CONTAGEM LTDA,"AVENIDA FRANCISCO FIRMO MATTOS, 2020",Cidade Jd. Eldorado,BRANCA,4.575,-,-,-,13/02/2020,gasolina,Contagem,1078
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1240",Fazendas das Perobas,IPIRANGA,4.595,-,-,-,13/02/2020,gasolina,Contagem,1078
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1235",Fazenda das Perobas,IPIRANGA,4.595,-,-,-,13/02/2020,gasolina,Contagem,1078
POSTO TELEFÉRICO LTDA.,"AVENIDA TELEFERICO, 825",Conjunto Habitacional Vereador Jose Custodio,RAIZEN,4.599,-,-,-,13/02/2020,gasolina,Contagem,1078
EMPREENDIMENTOS BRITO LIMA LTDA,"AVENIDA SEVERINO BALLESTEIROS, 256 CEASA",Guanabara,PETROBRAS DISTRIBUIDORA S.A.,4.749,-,-,-,13/02/2020,gasolina,Contagem,1078
POSTO QUATRO RODAS LTDA,"AVENIDA TITO FULGENCIO, 950",Jardim Industrial,IPIRANGA,4.475,-,-,-,20/02/2020,gasolina,Contagem,1079
POSTO VILA GAROTO LTDA,"AVENIDA JUSCELINO KUBSTCHEK, 651",Industrial,IPIRANGA,4.538,-,-,-,20/02/2020,gasolina,Contagem,1079
POSTO NOVA CONTAGEM LTDA,"RUA TIRADENTES, 1941",Industrial Santa Rita,IPIRANGA,4.539,-,-,-,20/02/2020,gasolina,Contagem,1079
POSTO VILA MARIA DIAS LTDA,"AVENIDA BABITA CAMARGOS, 1330",Cidade Industrial,IPIRANGA,4.539,-,-,-,20/02/2020,gasolina,Contagem,1079
POSTO VIDAGO LTDA,"RUA TIRADENTES, 1530",Industrial,IPIRANGA,4.539,4258,CIF,-,20/02/2020,gasolina,Contagem,1079
MILLENIUM COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,"RUA TOMAZ DE ANDRADE, 85",Distrito Industrial,IPIRANGA,4.539,-,-,-,20/02/2020,gasolina,Contagem,1079
POSTO PETROLINA EIRELI,"RODOVIA BR-381, S/N KM 0900",Inconfidentes,BRANCA,4.547,-,-,-,20/02/2020,gasolina,Contagem,1079
POSTO TROVAO LTDA,"AVENIDA TITO FULGENCIO, 1189",Jardim Industrial,PETROBRAS DISTRIBUIDORA S.A.,4.567,4293,CIF,-,20/02/2020,gasolina,Contagem,1079
CCA COMERCIAL DE COMBUSTIVEIS AUTOMOTIVOS LTDA,"AVENIDA CORONEL JOVE SOARES NOGUEIRA, 300",Inconfidentes,PETROBRAS DISTRIBUIDORA S.A.,4.577,4256,CIF,-,20/02/2020,gasolina,Contagem,1079
GLAMA COMBUSTIVEIS & NEGOCIOS LTDA,"AVENIDA ALVARENGA PEIXOTO, 75",Inconfidentes,BRANCA,4.577,-,-,-,20/02/2020,gasolina,Contagem,1079
WMS SUPERMERCADOS DO BRASIL LTDA.,"AVENIDA GENERAL DAVID SARNOFF, 5350 ANEXO: SUPERCENTER;",Cidade Industrial,RAIZEN,4.579,-,-,-,20/02/2020,gasolina,Contagem,1079
POSTO JARDIM INDUSTRIAL LTDA,"AVENIDA TITO FULGENCIO, 401",Jardim Industrial,BRANCA,4.5969999999999995,-,-,-,20/02/2020,gasolina,Contagem,1079
POSTO OLEGARIO MACIEL LTDA,"AVENIDA CORONEL BENJAMIM GUIMARAES, 2288",Distrito Industrial,PETROBRAS DISTRIBUIDORA S.A.,4.599,-,-,-,20/02/2020,gasolina,Contagem,1079
POSTO DE COMBUSTIVEL VIA LTDA,"AVENIDA TEREZA CRISTINA, 2796",Jardim Industrial,IPIRANGA,4.599,-,-,-,20/02/2020,gasolina,Contagem,1079
POSTO OKLAHOMA LTDA,"RUA TIRADENTES, 1904",Industrial Sta Rita,IPIRANGA,4.629,4385,CIF,-,20/02/2020,gasolina,Contagem,1079
POSTO TEREZA CRISTINA LTDA,"RUA HUM, 34",Jardim Emaus,RAIZEN,4.638999999999999,-,-,-,20/02/2020,gasolina,Contagem,1079
POSTO PAULISTA LTDA,"RODOVIA BR 381, 3300 KM 0600",Inconfidentes,RAIZEN,4.646,-,-,-,20/02/2020,gasolina,Contagem,1079
POSTO LOURA EMPREENDIMENTOS LTDA,"AVENIDA JOAO SOARES, 1024",Parque Xangri La,IPIRANGA,4.496,-,-,-,28/02/2020,gasolina,Contagem,1080
POSTO FAISCA LTDA.,"AVENIDA JOAO SOARES, 564",Xangri-la,RAIZEN,4.496,-,-,-,28/02/2020,gasolina,Contagem,1080
POSTO DO BETO LTDA,"AVENIDA DAS AMERICAS, 894",Kenedy,BRANCA,4.499,-,-,-,28/02/2020,gasolina,Contagem,1080
POSTO JC LTDA - EPP,"AV. PRINCESA ISABEL, 682",Parque Recreio,IPIRANGA,4.525,4372,CIF,-,28/02/2020,gasolina,Contagem,1080
RODRIGUES SILVA DERIVADOS DE PETRÓLEO LTDA,"RUA SANTA MARIA, 43",Pedra Azul,IPIRANGA,4.5280000000000005,-,-,-,28/02/2020,gasolina,Contagem,1080
POSTO AGUA BRANCA DERIVADOS DE PETROLEO LTDA - ME,"RUA HIBISCO, 65",Chacara Boa Vista,RAIZEN,4.534,4304,CIF,-,28/02/2020,gasolina,Contagem,1080
POSTO BALNEARIO LTDA,"AVENIDA ABILIO MACHADO, 4519",Vila Perola,IPIRANGA,4.545,4340,CIF,-,28/02/2020,gasolina,Contagem,1080
CARVALHO ENGENHARIA LTDA,"AVENIDA CEMIG, 500",Nacional,IPIRANGA,4.546,-,-,-,28/02/2020,gasolina,Contagem,1080
POSTO SUPREMO LTDA,"AVENIDA PRINCESA IZABEL, 320",Parque Recreio,IPIRANGA,4.548,-,-,-,28/02/2020,gasolina,Contagem,1080
CENTRO AUTOMOTIVO DEL-REY LTDA,"AVENIDA SEVERINO BALLESTEROS RODRIGUES, 900",Ressaca,BRANCA,4.548,-,-,-,28/02/2020,gasolina,Contagem,1080
POSTO LUIZA LTDA,"RODOVIA BR-040, 318 KM 522 E KM 318",Morada Nova,PETROBRAS DISTRIBUIDORA S.A.,4.566,-,-,-,28/02/2020,gasolina,Contagem,1080
CARVALHO ENGENHARIA LTDA,"AVENIDA SEVERINO BALLESTEROS RODRIGUES, 1111",Fazenda do Confisco,IPIRANGA,4.5969999999999995,-,-,-,28/02/2020,gasolina,Contagem,1080
LB COMERCIO DE PETROLEO EIRELI,"RODOVIA BR-040, SN KM 08",Morada Nova,BRANCA,4.598,-,-,-,28/02/2020,gasolina,Contagem,1080
WJE COMBUSTIVEIS LTDA,"RODOVIA BR-040, S/N KM 526.7",Vila Paris,RAIZEN,4.599,-,-,-,28/02/2020,gasolina,Contagem,1080
EMPREENDIMENTOS BRITO LIMA LTDA,"AVENIDA SEVERINO BALLESTEROS, 256",Guanabara,PETROBRAS DISTRIBUIDORA S.A.,4.749,-,-,-,28/02/2020,gasolina,Contagem,1080
MERCANTIL LAGUNA LTDA,"AVENIDA FERNAO DIAS, 603",Jardim Laguna,PETROBRAS DISTRIBUIDORA S.A.,4.899,4362,CIF,-,28/02/2020,gasolina,Contagem,1080
POSTO FELIPE LTDA,"RUA RODRIGUES DA CUNHA, 611",Balneário da Ressaca,PETROBRAS DISTRIBUIDORA S.A.,4.999,4362,CIF,-,28/02/2020,gasolina,Contagem,1080
POSTO JC LTDA - EPP,"AV. PRINCESA ISABEL, 682",Parque Recreio,IPIRANGA,4.525,-,-,-,05/03/2020,gasolina,Contagem,1081
POSTO BALNEARIO LTDA,"AVENIDA ABILIO MACHADO, 4519",Vila Perola,IPIRANGA,4.545,-,-,-,05/03/2020,gasolina,Contagem,1081
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1240",Fazendas das Perobas,IPIRANGA,4.545,-,-,-,05/03/2020,gasolina,Contagem,1081
CENTRO AUTOMOTIVO DEL-REY LTDA,"AVENIDA SEVERINO BALLESTEROS RODRIGUES, 900",Ressaca,BRANCA,4.547,-,-,-,05/03/2020,gasolina,Contagem,1081
POSTO SUPREMO LTDA,"AVENIDA PRINCESA IZABEL, 320",Parque Recreio,IPIRANGA,4.548,-,-,-,05/03/2020,gasolina,Contagem,1081
POSTO VILA PICA PAU LTDA,"VIA EXPRESSA DE CONTAGEM, 6900",Bernardo Monteiro,IPIRANGA,4.565,-,-,-,05/03/2020,gasolina,Contagem,1081
POSTO ALAMO LTDA,"VIA EXPRESSA DE CONTAGEM, 12.165",Petrolandia,RAIZEN,4.565,-,-,-,05/03/2020,gasolina,Contagem,1081
EXPRESSA COMERCIO DE DERIVADOS DE PETROLEO LTDA,"RUA JOAQUIM CAMARGOS, 195",Agua Branca,RAIZEN,4.565,-,-,-,05/03/2020,gasolina,Contagem,1081
BERNARDO MONTEIRO COMBUSTIVEIS LTDA,"RUA SANTA EDWIGES, 21",Santa Terezinha,RAIZEN,4.565,-,-,-,05/03/2020,gasolina,Contagem,1081
PIO XII COMBUSTIVEIS LTDA,"AVENIDA PIO XII, 45",Agua Branca,RAIZEN,4.565,-,-,-,05/03/2020,gasolina,Contagem,1081
POSTO PICA PAU LTDA,"AVENIDA HELENA VASCONCELO COSTA, 4447",Bitaculas Perobas,RAIZEN,4.565,4302,CIF,-,05/03/2020,gasolina,Contagem,1081
AUTO POSTO SANTOS RIOS S.R. LTDA - ME,"VIA EXPRESSA DE CONTAGEM, 2835",Perobas,IPIRANGA,4.569,4254,CIF,-,05/03/2020,gasolina,Contagem,1081
METRO COMERCIO DE DERIVADOS DE PETROLEO LTDA,"VIA EXPRESSA, 223",Agua Branca,RAIZEN,4.569,4293,CIF,-,05/03/2020,gasolina,Contagem,1081
FARIA REVENDEDORA DE COMBUSTIVEIS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 4514",Bitacula e Perobas,RAIZEN,4.57,4302,CIF,-,05/03/2020,gasolina,Contagem,1081
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1235",Fazenda das Perobas,IPIRANGA,4.595,-,-,-,05/03/2020,gasolina,Contagem,1081
POSTO TELEFÉRICO LTDA.,"AVENIDA TELEFERICO, 825",Conjunto Habitacional Vereador Jose Custodio,RAIZEN,4.599,-,-,-,05/03/2020,gasolina,Contagem,1081
EMPREENDIMENTOS BRITO LIMA LTDA,"AVENIDA SEVERINO BALLESTEROS, 256",Guanabara,PETROBRAS DISTRIBUIDORA S.A.,4.749,-,-,-,05/03/2020,gasolina,Contagem,1081
REDE SANTANA COMBUSTIVEIS CONTAGEM LTDA,"AVENIDA FRANCISCO FIRMO MATTOS, 2020",Cidade Jd. Eldorado,BRANCA,3.695,3432,CIF,ROYAL FIC,03/01/2020,diesel,Contagem,1072
POSTO TELEFÉRICO LTDA.,"AVENIDA TELEFERICO, 825",Conjunto Habitacional Vereador Jose Custodio,RAIZEN,3.79,-,-,-,03/01/2020,diesel,Contagem,1072
EXPRESSA COMERCIO DE DERIVADOS DE PETROLEO LTDA,"RUA JOAQUIM CAMARGOS, 195",Agua Branca,RAIZEN,3.7969999999999997,3612,CIF,-,03/01/2020,diesel,Contagem,1072
FARIA REVENDEDORA DE COMBUSTIVEIS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 4514",Bitacula e Perobas,RAIZEN,3.7969999999999997,-,-,-,03/01/2020,diesel,Contagem,1072
POSTO VILA PICA PAU LTDA,"VIA EXPRESSA DE CONTAGEM, 6900",Bernardo Monteiro,IPIRANGA,3.7969999999999997,3517,CIF,-,03/01/2020,diesel,Contagem,1072
POSTO ZEPPE OASIS LTDA,"VIA EXPRESSA, 2600",Cinco/perobas,PETROBRAS DISTRIBUIDORA S.A.,3.7969999999999997,3585,CIF,-,03/01/2020,diesel,Contagem,1072
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1240",Fazendas das Perobas,IPIRANGA,3.7969999999999997,-,-,-,03/01/2020,diesel,Contagem,1072
POSTO ALAMO LTDA,"VIA EXPRESSA DE CONTAGEM, 12.165",Petrolandia,RAIZEN,3.7969999999999997,3529,CIF,-,03/01/2020,diesel,Contagem,1072
POSTO PICA PAU LTDA,"AVENIDA HELENA VASCONCELO COSTA, 4447",Bitaculas Perobas,RAIZEN,3.7969999999999997,3533,CIF,-,03/01/2020,diesel,Contagem,1072
METRO COMERCIO DE DERIVADOS DE PETROLEO LTDA,"VIA EXPRESSA, 223",Agua Branca,RAIZEN,3.799,3534,CIF,-,03/01/2020,diesel,Contagem,1072
BERNARDO MONTEIRO COMBUSTIVEIS LTDA,"RUA SANTA EDWIGES, 21",Santa Terezinha,RAIZEN,3.799,-,-,-,03/01/2020,diesel,Contagem,1072
POSTO ZEPPE GRAND PRIX LTDA,"VIA EXPRESSA, 3.100",Bitacula e Perobas,IPIRANGA,3.8480000000000003,-,-,-,03/01/2020,diesel,Contagem,1072
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1235",Fazenda das Perobas,IPIRANGA,3.8989999999999996,3468,CIF,-,03/01/2020,diesel,Contagem,1072
POSTO VILA GAROTO LTDA,"AVENIDA JUSCELINO KUBSTCHEK, 651",Industrial,IPIRANGA,3.695,-,-,-,08/01/2020,diesel,Contagem,1073
POSTO NOVA CONTAGEM LTDA,"RUA TIRADENTES, 1941",Industrial Santa Rita,IPIRANGA,3.695,-,-,-,08/01/2020,diesel,Contagem,1073
POSTO VIDAGO LTDA,"RUA TIRADENTES, 1530",Industrial,IPIRANGA,3.699,3517,CIF,-,08/01/2020,diesel,Contagem,1073
POSTO OKLAHOMA LTDA,"RUA TIRADENTES, 1904",Industrial Sta Rita,IPIRANGA,3.7489999999999997,-,-,-,08/01/2020,diesel,Contagem,1073
GLAMA COMBUSTIVEIS & NEGOCIOS LTDA,"AVENIDA ALVARENGA PEIXOTO, 75",Inconfidentes,BRANCA,3.77,-,-,-,08/01/2020,diesel,Contagem,1073
POSTO PETROLINA EIRELI,"RODOVIA BR-381, S/N KM 0900",Inconfidentes,BRANCA,3.787,3445,CIF,POTENCIAL,08/01/2020,diesel,Contagem,1073
POSTO TROVAO LTDA,"AVENIDA TITO FULGENCIO, 1189",Jardim Industrial,PETROBRAS DISTRIBUIDORA S.A.,3.7969999999999997,3521,CIF,-,08/01/2020,diesel,Contagem,1073
POSTO TEREZA CRISTINA LTDA,"RUA HUM, 34",Jardim Emaus,RAIZEN,3.7969999999999997,-,-,-,08/01/2020,diesel,Contagem,1073
MILLENIUM COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,"RUA TOMAZ DE ANDRADE, 85",Distrito Industrial,IPIRANGA,3.799,3542,CIF,-,08/01/2020,diesel,Contagem,1073
POSTO PAULISTA LTDA,"RODOVIA BR 381, 3300 KM 0600",Inconfidentes,RAIZEN,3.846,-,-,-,08/01/2020,diesel,Contagem,1073
POSTO DO BETO LTDA,"AVENIDA DAS AMERICAS, 894",Kenedy,BRANCA,3.6889999999999996,-,-,-,16/01/2020,diesel,Contagem,1074
CENTRO AUTOMOTIVO DEL-REY LTDA,"AVENIDA SEVERINO BALLESTEROS RODRIGUES, 900",Ressaca,BRANCA,3.7880000000000003,-,-,-,16/01/2020,diesel,Contagem,1074
MERCANTIL LAGUNA LTDA,"AVENIDA FERNAO DIAS, 603",Jardim Laguna,PETROBRAS DISTRIBUIDORA S.A.,3.799,-,-,-,16/01/2020,diesel,Contagem,1074
POSTO AGUA BRANCA DERIVADOS DE PETROLEO LTDA - ME,"RUA HIBISCO, 65",Chacara Boa Vista,RAIZEN,3.799,3489,CIF,-,16/01/2020,diesel,Contagem,1074
LB COMERCIO DE PETROLEO EIRELI,"RODOVIA BR-040, SN KM 08",Morada Nova,BRANCA,3.799,-,-,-,16/01/2020,diesel,Contagem,1074
WJE COMBUSTIVEIS LTDA,"RODOVIA BR-040, S/N KM 526.7",Vila Paris,RAIZEN,3.8489999999999998,-,-,-,16/01/2020,diesel,Contagem,1074
POSTO SUPREMO LTDA,"AVENIDA PRINCESA IZABEL, 320",Parque Recreio,IPIRANGA,3.859,3589,CIF,-,16/01/2020,diesel,Contagem,1074
POSTO FELIPE LTDA,"RUA RODRIGUES DA CUNHA, 611",Balneário da Ressaca,PETROBRAS DISTRIBUIDORA S.A.,3.8989999999999996,-,-,-,16/01/2020,diesel,Contagem,1074
EMPREENDIMENTOS BRITO LIMA LTDA,"AVENIDA SEVERINO BALLESTEIROS, 256 CEASA",Guanabara,PETROBRAS DISTRIBUIDORA S.A.,3.8989999999999996,-,-,-,16/01/2020,diesel,Contagem,1074
RODRIGUES SILVA DERIVADOS DE PETRÓLEO LTDA,"RUA SANTA MARIA, 43",Pedra Azul,IPIRANGA,3.8989999999999996,3518,CIF,-,16/01/2020,diesel,Contagem,1074
POSTO LUIZA LTDA,"RODOVIA BR-040, 318 KM 522 E KM 318",Morada Nova,PETROBRAS DISTRIBUIDORA S.A.,3.9339999999999997,-,-,-,16/01/2020,diesel,Contagem,1074
POSTO ALAMO LTDA,"VIA EXPRESSA DE CONTAGEM, 12.165",Petrolandia,RAIZEN,3.739,-,-,-,22/01/2020,diesel,Contagem,1075
POSTO PICA PAU LTDA,"AVENIDA HELENA VASCONCELO COSTA, 4447",Bitaculas Perobas,RAIZEN,3.739,3488,CIF,-,22/01/2020,diesel,Contagem,1075
FARIA REVENDEDORA DE COMBUSTIVEIS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 4514",Bitacula e Perobas,RAIZEN,3.739,-,-,-,22/01/2020,diesel,Contagem,1075
POSTO TELEFÉRICO LTDA.,"AVENIDA TELEFERICO, 825",Conjunto Habitacional Vereador Jose Custodio,RAIZEN,3.79,-,-,-,22/01/2020,diesel,Contagem,1075
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1240",Fazendas das Perobas,IPIRANGA,3.7969999999999997,-,-,-,22/01/2020,diesel,Contagem,1075
POSTO ZEPPE OASIS LTDA,"VIA EXPRESSA, 2600",Cinco/perobas,PETROBRAS DISTRIBUIDORA S.A.,3.7969999999999997,3567,CIF,-,22/01/2020,diesel,Contagem,1075
POSTO VILA PICA PAU LTDA,"VIA EXPRESSA DE CONTAGEM, 6900",Bernardo Monteiro,IPIRANGA,3.7969999999999997,3474,CIF,-,22/01/2020,diesel,Contagem,1075
EXPRESSA COMERCIO DE DERIVADOS DE PETROLEO LTDA,"RUA JOAQUIM CAMARGOS, 195",Agua Branca,RAIZEN,3.7969999999999997,-,-,-,22/01/2020,diesel,Contagem,1075
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1235",Fazenda das Perobas,IPIRANGA,3.7969999999999997,-,-,-,22/01/2020,diesel,Contagem,1075
METRO COMERCIO DE DERIVADOS DE PETROLEO LTDA,"VIA EXPRESSA, 223",Agua Branca,RAIZEN,3.799,-,-,-,22/01/2020,diesel,Contagem,1075
BERNARDO MONTEIRO COMBUSTIVEIS LTDA,"RUA SANTA EDWIGES, 21",Santa Terezinha,RAIZEN,3.799,-,-,-,22/01/2020,diesel,Contagem,1075
POSTO ZEPPE GRAND PRIX LTDA,"VIA EXPRESSA, 3.100",Bitacula e Perobas,IPIRANGA,3.8489999999999998,3544,CIF,-,22/01/2020,diesel,Contagem,1075
POSTO NORTE SUL LTDA,"AVENIDA OLIMPIO GARCIA, 1100",Cid Jd Eldorado,PETROBRAS DISTRIBUIDORA S.A.,3.8989999999999996,-,-,-,22/01/2020,diesel,Contagem,1075
EMPREENDIMENTOS BRITO LIMA LTDA,"AVENIDA SEVERINO BALLESTEIROS, 256 CEASA",Guanabara,PETROBRAS DISTRIBUIDORA S.A.,3.8989999999999996,-,-,-,22/01/2020,diesel,Contagem,1075
GLAMA COMBUSTIVEIS & NEGOCIOS LTDA,"AVENIDA ALVARENGA PEIXOTO, 75",Inconfidentes,BRANCA,3.725,3310,CIF,ROYAL FIC,29/01/2020,diesel,Contagem,1076
POSTO VIDAGO LTDA,"RUA TIRADENTES, 1530",Industrial,IPIRANGA,3.759,-,-,-,29/01/2020,diesel,Contagem,1076
POSTO TEREZA CRISTINA LTDA,"RUA HUM, 34",Jardim Emaus,RAIZEN,3.759,-,-,-,29/01/2020,diesel,Contagem,1076
POSTO VILA GAROTO LTDA,"AVENIDA JUSCELINO KUBSTCHEK, 651",Industrial,IPIRANGA,3.759,-,-,-,29/01/2020,diesel,Contagem,1076
POSTO NOVA CONTAGEM LTDA,"RUA TIRADENTES, 1941",Industrial Santa Rita,IPIRANGA,3.759,-,-,-,29/01/2020,diesel,Contagem,1076
POSTO OKLAHOMA LTDA,"RUA TIRADENTES, 1904",Industrial Sta Rita,IPIRANGA,3.7689999999999997,3543,CIF,-,29/01/2020,diesel,Contagem,1076
POSTO PAULISTA LTDA,"RODOVIA BR 381, 3300 KM 0600",Inconfidentes,RAIZEN,3.7960000000000003,-,-,-,29/01/2020,diesel,Contagem,1076
POSTO TROVAO LTDA,"AVENIDA TITO FULGENCIO, 1189",Jardim Industrial,PETROBRAS DISTRIBUIDORA S.A.,3.7969999999999997,3368,CIF,-,29/01/2020,diesel,Contagem,1076
POSTO AGUA BRANCA DERIVADOS DE PETROLEO LTDA - ME,"RUA HIBISCO, 65",Chacara Boa Vista,RAIZEN,3.594,-,-,-,06/02/2020,diesel,Contagem,1077
POSTO DO BETO LTDA,"AVENIDA DAS AMERICAS, 894",Kenedy,BRANCA,3.5989999999999998,-,-,-,06/02/2020,diesel,Contagem,1077
POSTO LUIZA LTDA,"RODOVIA BR-040, 318 KM 522 E KM 318",Morada Nova,PETROBRAS DISTRIBUIDORA S.A.,3.609,3376,CIF,-,06/02/2020,diesel,Contagem,1077
WJE COMBUSTIVEIS LTDA,"RODOVIA BR-040, S/N KM 526.7",Vila Paris,RAIZEN,3.655,-,-,-,06/02/2020,diesel,Contagem,1077
LB COMERCIO DE PETROLEO EIRELI,"RODOVIA BR-040, SN KM 08",Morada Nova,BRANCA,3.6889999999999996,3182,CIF,TORRAO,06/02/2020,diesel,Contagem,1077
MERCANTIL LAGUNA LTDA,"AVENIDA FERNAO DIAS, 603",Jardim Laguna,PETROBRAS DISTRIBUIDORA S.A.,3.699,-,-,-,06/02/2020,diesel,Contagem,1077
RODRIGUES SILVA DERIVADOS DE PETRÓLEO LTDA,"RUA SANTA MARIA, 43",Pedra Azul,IPIRANGA,3.779,-,-,-,06/02/2020,diesel,Contagem,1077
CENTRO AUTOMOTIVO DEL-REY LTDA,"AVENIDA SEVERINO BALLESTEROS RODRIGUES, 900",Ressaca,BRANCA,3.7880000000000003,-,-,-,06/02/2020,diesel,Contagem,1077
CARVALHO ENGENHARIA LTDA,"AVENIDA SEVERINO BALLESTEROS RODRIGUES, 1111",Fazenda do Confisco,IPIRANGA,3.7889999999999997,-,-,-,06/02/2020,diesel,Contagem,1077
